participant_id	session_id	lh_caudalanteriorcingulate_meancurv	lh_caudalmiddlefrontal_meancurv	lh_cuneus_meancurv	lh_entorhinal_meancurv	lh_fusiform_meancurv	lh_inferiorparietal_meancurv	lh_inferiortemporal_meancurv	lh_isthmuscingulate_meancurv	lh_lateraloccipital_meancurv	lh_lateralorbitofrontal_meancurv	lh_lingual_meancurv	lh_medialorbitofrontal_meancurv	lh_middletemporal_meancurv	lh_parahippocampal_meancurv	lh_paracentral_meancurv	lh_parsopercularis_meancurv	lh_parsorbitalis_meancurv	lh_parstriangularis_meancurv	lh_pericalcarine_meancurv	lh_postcentral_meancurv	lh_posteriorcingulate_meancurv	lh_precentral_meancurv	lh_precuneus_meancurv	lh_rostralanteriorcingulate_meancurv	lh_rostralmiddlefrontal_meancurv	lh_superiorfrontal_meancurv	lh_superiorparietal_meancurv	lh_superiortemporal_meancurv	lh_supramarginal_meancurv	lh_transversetemporal_meancurv	lh_insula_meancurv	rh_caudalanteriorcingulate_meancurv	rh_caudalmiddlefrontal_meancurv	rh_cuneus_meancurv	rh_entorhinal_meancurv	rh_fusiform_meancurv	rh_inferiorparietal_meancurv	rh_inferiortemporal_meancurv	rh_isthmuscingulate_meancurv	rh_lateraloccipital_meancurv	rh_lateralorbitofrontal_meancurv	rh_lingual_meancurv	rh_medialorbitofrontal_meancurv	rh_middletemporal_meancurv	rh_parahippocampal_meancurv	rh_paracentral_meancurv	rh_parsopercularis_meancurv	rh_parsorbitalis_meancurv	rh_parstriangularis_meancurv	rh_pericalcarine_meancurv	rh_postcentral_meancurv	rh_posteriorcingulate_meancurv	rh_precentral_meancurv	rh_precuneus_meancurv	rh_rostralanteriorcingulate_meancurv	rh_rostralmiddlefrontal_meancurv	rh_superiorfrontal_meancurv	rh_superiorparietal_meancurv	rh_superiortemporal_meancurv	rh_supramarginal_meancurv	rh_transversetemporal_meancurv	rh_insula_meancurv	rh_temporalpole_meancurv
B0001	1	0.4967044342059561	2.310075150312613	-1.6364247122183404	1.7760739960697771	1.506734611357253	1.22063466962346	1.9612002894629823	-0.24302635221605515	-1.6931381444890068	-0.845026091712431	-1.5201570142122693	0.8746978299771366	-0.5719347330818315	0.9006997693886197	0.49153577145002464	-0.10236698429341129	0.6420813687098698	0.4778162755204459	0.3132928199950971	-2.8370219642646255	-0.6131633845633417	-1.9581620223668494	-1.0890274899806445	0.39066749399823264	-0.051437495293333094	-0.8557775642717577	0.12258147282807834	-1.1076975687819106	1.4379424018460232	-0.7942806217982582	0.4693426966878483	-0.8676581646213555	-0.15666736406184326	-0.47594998971224134	1.1120229945809015	0.5543410109601251	0.8357853413993332	0.6123230044119377	-0.9697487918509488	-1.5001183171181138	1.3316282647370248	1.0562910210809873	-0.5575494811110299	0.0105903795868842	-0.24493547987221168	1.4082084361812701	-0.40751187926363136	1.754524545992433	1.2434500096520502	-0.34212404793829554	-1.2676783642331433	-1.6389497062417944	0.36909764078317253	-0.3822244565948668	-1.643384133844222	-0.12285058287673979	1.1854501817847547	0.8030900156377213	1.4541548149534453	-0.8727628709460087	-0.2851161654910346	0.27967174065852485	0.18176701766353665
B0002	1	-1.8983974864504318	0.45454411848723475	-0.9604358657266235	0.7513077120413209	1.50656683528617	-0.860417985742232	0.8642720704636722	0.8393571171665639	-1.529484012050343	-1.1521819459621174	-0.8586665672077742	-0.09067769794551066	1.0386891222188228	-1.7640057559010742	1.741802498049295	1.619323547784211	0.5142278723272589	-1.1403777718270387	-1.157586325873708	-0.5307164407394633	-0.344225370871147	-0.7205895597843113	-0.029565575740168024	-1.508824270695261	0.7452688251185201	-1.7741070542977477	0.4052803309631224	0.9139877767862526	0.9056092949251063	1.3390294375273835	-0.38115782040187035	1.0007777525687436	-0.16343235559204244	0.785166813198622	-0.8962267797403134	-0.23368520944883275	-0.40202056092662963	-0.34118046761336535	-0.8228252167548658	0.11248278223130923	-0.2443894129739282	1.9649609741011396	1.0211311725074752	-0.1770934959166225	-0.9672760577112397	-0.10365788212845953	-0.18785335391336958	1.2913690476695465	0.6907114200520355	0.32560192406763183	0.6726415850785992	-0.8618476572033378	-0.34111548042261586	2.1746636716860803	-0.29960688200116137	-0.7628747550028359	-1.3696101331089938	0.25042537072780163	1.2601968411663909	-0.14347024963717478	-1.4162796300597373	-0.3300586020345948	-0.485365138985392
B0003	1	-1.086059820193004	1.6307584347785702	0.7212126097990502	1.3786837760041468	0.1477097448168273	0.13422788413335554	0.8309619495618966	1.851039069303338	-0.5385775872653278	-0.516975607553783	-0.35343107931230316	0.6824314525996741	1.253582794489517	-0.6267703067529676	0.959348089180408	-0.4971372016971186	-0.6559831236104178	-0.881133138959949	-0.3591827900569352	-0.9913767489475103	-0.08358143876128638	-1.073420981880778	0.38454359770821667	-0.2297151009517902	-1.0598061329641424	2.205712559644198	-1.214377407494595	-1.1890717788319833	-1.3519513985640825	0.09937707156319739	-0.26613269518555105	0.9389384048493187	0.4455329902795365	0.38818540139348434	-0.4402366297238147	0.364234583947072	1.171878018010614	1.8362777377526656	-0.9591959186462559	0.530866264582116	-0.22447573010320418	1.1628640749760477	-1.3154585598951187	0.7910240904609186	-0.31048312296527947	0.779620448492632	1.1715226707355428	-0.7452999254766661	0.9552775166140823	0.47160121152334367	-0.786112761610947	-0.7224978041973241	1.2150532653223243	0.4223390358093779	-0.5262288244215854	0.28777201981496947	0.3695763362785506	0.15566639749172356	0.7630511531231938	2.580991779244852	-0.6150449094424137	-1.4178071703347344	-1.0849976239914827
B0004	1	0.5368124052973331	0.5563610567769973	-0.34461929969701743	1.6919751778926682	0.9669818536945962	-1.4124089879294586	-0.005295796420744297	-1.3521095294927488	-0.26947226857201234	-0.6794460394094558	-0.8522121552037112	-0.41702786314846846	-0.15338567161568004	1.1937392879128659	-1.295684643854194	0.40590080492195096	-0.25130789191096065	0.6591329515230134	-1.1920107320242712	0.17811016979405667	-0.25782919163740337	-1.5461910956362497	-0.6613322253666896	1.595910750871993	1.410179401803153	-1.3037215966089768	-0.8893813116210474	-2.9657045575455716	-1.289486931819206	0.09549220072303614	0.2684017876114332	-0.9838016142609475	-0.1707014889666256	-1.060963198004	0.22359674731419796	0.09766864248535	-1.045756052526939	-0.668826147791389	1.5531588300456087	-1.3814814172200924	-0.7301003845033976	0.011254588952049479	-1.2103551794282685	-0.1288285532432027	0.7866020049817024	-0.6773282127555623	1.042910668210845	0.7454452157961767	-1.5871861869132056	1.5750557347115146	-0.7067934659302771	0.7413675033047068	-0.7254530068417179	0.20827955732796216	0.9943660430261808	-0.8924445544281469	-0.353190276747204	-1.4978975010399882	-0.31838357693723257	-0.7404315887502609	0.07786603808341651	-0.24373100195667421	-1.7710861457721743
B0005	1	0.4746431050586735	-0.6141403237848302	1.4200319003576345	0.03946091431447412	0.1483258725722596	-0.5861929889075528	1.0469044135216234	0.9542451205764305	-0.8063817296430318	-1.3292201958742762	-0.9622072899917158	1.4865301510349265	-1.129059182618032	0.5257110474078943	0.667471790436344	0.5599098139271378	-1.9873347065107505	-0.6570655350549968	0.9336799218239915	-0.6939849466964292	0.8332660186425409	0.42504386057895793	-1.2595564915030908	0.05959121857572216	0.9031618926845036	1.102424261235238	-0.7397691608284847	-0.9856598625711522	-1.199281316703915	0.598721902668156	0.9084219726775831	0.6124169104516175	0.9148075815790379	0.7380049173207857	0.6096061502587158	-0.6976282855216979	0.2056068225927598	1.5407972963131618	0.4325773043342773	-1.7891591030162988	0.8761105089250034	-0.7666333312816985	0.12489978932812573	0.08488858833141669	1.4946882467233646	-0.9304298981003087	0.1072914281035128	2.6915788263082243	-2.7033108646447954	0.12335503926429953	1.132808601862835	-0.08077579505507132	2.299934740462905	1.7648864246053173	0.3208619411503909	1.556923054117585	1.0720281450681408	-0.8246054168284369	0.7339308076471004	0.5743671668579167	-1.344796223069218	0.7651411511279365	-0.4837003216501885
B0006	1	-1.248762493719766	-1.9581940471320824	1.7902334076370179	0.3188020192374984	-0.5389607032145396	1.4020229607067738	-0.9060983680946333	1.3810099223878607	-0.08609201366948097	-0.12217416692114341	0.19633759630275244	1.31162124845461	-1.5421780288159772	1.6411242002459705	-1.360859480421217	-0.9445546876858434	-0.8946571882766741	0.021920360985722465	-0.07165236232594563	-0.844286533738139	1.4327798443035644	-0.517849485179326	1.3284460811531194	0.23333577338775363	0.4185688968633815	0.7778417529409407	0.20817386723732753	0.7310370802399287	-0.2649732406373847	0.2391425334623285	-0.012329228347646567	-0.5238685871794498	1.0569123245092658	0.9600295799621296	0.8354733465071118	-0.5401948807992106	-0.2379033532391428	-1.0214000931835407	-0.6302766244874501	0.29114954625205736	0.6154370691927289	-0.8110086606264115	0.8213209312585124	0.13559965701621537	3.179348711170247	1.326291897454641	-0.7488777791513173	1.5082968785015451	0.05685069448910361	-0.11547700019204662	0.4931764216184997	0.6292194336201179	-0.23925207669208162	-1.600526496302802	-0.4532587730075044	1.3548149914448493	0.3972150735551162	-1.423329217196787	0.1075301912737747	0.5793775469618166	0.7644332039846256	-1.1787948350534496	-0.6475095575345047
B0007	1	0.1250278112935481	-1.1866994001727198	0.4546925028205352	0.6253817604346618	-0.35717807002144125	0.5356136500180273	1.9788675198854986	1.397845164750665	-1.704139989937442	-0.27267828204507505	1.262959421905151	-0.009226632296668024	-0.9939288967605743	-1.1472890789165227	0.5144856155974703	-0.06431327871637439	0.2552655323017889	-0.043471440913466323	-0.7587051598521153	0.043957865305684324	-0.49698268657450795	0.341795255598198	-0.6663569985184093	0.7747148337079595	-0.02776158124957613	0.11142018652774759	0.14107985135778767	1.1398603577183797	0.7440532147985617	2.0541705402729726	1.0885549905115788	-0.20523926759621344	-0.9592950843676207	0.4780354880679424	1.344945484136526	-1.5465404885328211	-1.6816075872350276	1.4656488924720317	-0.23352382337155336	1.015856084410346	0.4962441577817148	-0.01942518379184249	-1.9255356908707273	0.4694693846459585	-0.2314466499306489	1.0650979438874864	-0.41381383293316465	-0.5876519493743984	1.0784377724928909	0.37615306731904774	-1.8505307677939835	0.4780407630630385	-1.3442782779748745	-1.0295666006830404	-1.3264141543308248	-1.0712451930421318	-1.3633623675836837	1.4549195961144006	-1.4936064632996753	-0.1365266230927567	0.7257972340067332	-0.1972960341881958	0.11193788296416324
B0008	1	0.827947554938747	-0.36253412902742355	-0.7250176144391407	0.4931714902383146	-0.5006756122023266	-0.9885585819870654	-0.8361640453500555	-0.5152454505247227	-2.4447022907799463	-0.4067130692587406	-0.8611205192091222	-0.1562536883002068	0.164342392438385	-0.9458732811790265	-0.333016109884291	0.588214113271515	0.06735582294360747	0.22142548627899614	0.6559092538000992	0.0002249341045076742	-1.0948817516208276	-0.46273548213115917	-1.3084321353962785	0.4279600753647916	2.1448944977536226	-1.3437907663381905	0.4217889494666991	0.8998585084082573	0.16443564098846547	2.062044004696585	1.0515300928351965	1.3490670962049462	-0.2331190996953918	0.47918892855406386	0.18361286667194457	-0.47499363317756205	-0.9736695004321149	-1.5338188345377384	-0.9165453621469877	-0.7628630722641085	-0.9449098959800091	-0.4868289226530349	0.5583116204555705	-0.9985727279643625	-0.19648232401263857	2.2201762514030934	-0.156885009579238	-0.4328789378337908	1.3808855689739714	0.6267586283822689	0.863601110638073	0.6094424821373512	-0.6758732907476304	0.7588480918855522	0.6975854912016595	0.636986863917162	-0.904746941337177	-0.44090873227778915	-0.7263011979507534	-0.028582744956017918	-0.7961299463236062	2.104645314354617	0.73736877972567
B0009	1	-1.5848280816192437	-0.11645621807026436	2.034903371032563	-0.6159658263206322	-1.5177843783489409	-0.9279211211146391	-0.2928480086590654	1.2641554162228936	0.6601506691462297	0.2104471929317018	-0.01497657259167713	0.3350509475506025	0.4812917870158367	-0.00032578349292651466	1.0506418171148033	-0.10537267591261873	0.479133923911661	-0.9117831531768527	-0.8140240262462703	0.26891465535680226	0.2487572623405603	0.9840627127350506	-0.31102109921266796	0.8233847080901672	-0.3871853083561301	-0.5344603231682193	-0.013927194143835062	0.3749819749697282	-1.285468982225967	-2.012071543411487	0.32265705039419923	-0.12786788554198056	-0.5515489346511744	0.9747652015669721	0.8241323532809477	1.213983438759857	1.1760058759055656	0.22448248914602087	0.7618383328961333	0.2734672981285976	0.3964349436949282	-0.7336315037490906	-1.6011802138720947	1.6033623686931615	-0.15789249727228752	0.4713541035015915	-1.2931060516593362	0.17932227038504012	-1.029245296556954	0.6046617688126354	0.40885011347326783	-2.6507667734679523	-1.3018784295423225	-1.448343384736104	-0.1715186814329662	-0.5633818543663636	1.4928434770097792	1.112103575160475	0.4523552057527322	-1.085968359579995	-0.8470767573656924	1.8598120365197295	-0.6771945410225767
B0010	1	1.0801929251315767	-0.18801565094467937	0.8326010528052138	-2.679732373129099	-0.4446022866626553	0.13379669980527553	1.2380204884211206	-0.6514619346223695	1.299536202743297	-1.6796240729793546	-2.2109700389109945	1.130814314259372	0.5028751799794521	0.4555997379280416	-0.1269368645285622	1.0719569739618162	0.7477386823018917	-0.6203512952347375	1.1605529109369863	0.37935234484821484	0.45325924319421323	0.17633192243481438	-1.6926986179051584	0.5620894045267976	-0.7554202348554858	0.32167277275299655	-0.7402053582624092	0.06602191423439843	0.18698155353090995	0.04691228879589908	1.1148417409522797	-0.6917042011689577	0.47454120810727296	-0.683894512805376	-0.2436419842819996	1.5860032543512064	0.0003557398412691194	-0.5012418985863549	1.6535431587068607	-0.9536959398393086	0.35591326696689324	-0.18538984660257113	0.8831431070875826	-0.2736758220291775	-1.5550055380360386	-0.1209181363046243	-0.12986141233787254	-1.5876212813189097	-0.026578320765207785	-0.5800459059036551	0.07850735805755454	0.306238384946153	0.12571267165083808	1.1097666810037423	-0.09051170094087006	-0.020192952730286824	-0.2114672938262636	-0.6045253918815485	0.5822057313914955	-0.5807964678005803	-0.9423746567892388	-0.32683537084149356	1.1232016151870634
